"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.072355781E0,2.731018141E-2,4.627792165E-2,4.472294077E-2,6.991161185E-2
3.082420104E0,3.663809225E-2,3.847598657E-2,1.057613641E-1,1.183563158E-1
3.092493437E0,-1.686597615E-2,9.407965839E-2,7.715231180E-2,1.228329048E-1
3.102566718E0,-4.939465597E-2,7.808256149E-2,2.552484907E-2,9.585528868E-2
3.112669791E0,-4.741108418E-2,7.817234844E-2,1.178894937E-2,9.218300435E-2
3.122743125E0,-2.936590463E-2,5.515475944E-2,1.019830182E-1,1.196032602E-1
3.132816406E0,-1.519376971E-2,5.583893508E-2,1.692509502E-1,1.788706836E-1
3.142860416E0,-8.760879282E-4,3.646086529E-2,1.460895240E-1,1.505732754E-1
3.152933750E0,-1.328705996E-2,2.326781675E-2,5.022627860E-2,5.692641146E-2
3.163007031E0,9.680786752E-4,5.863217264E-2,-2.483111434E-2,6.368086906E-2
3.173134375E0,-1.275806688E-2,9.858125448E-2,-7.820352167E-2,1.264785468E-1
3.183207656E0,-1.189209800E-2,5.083023384E-2,-5.621219799E-2,7.671340085E-2
3.193280989E0,-1.329787355E-2,2.331935801E-2,-1.501821261E-2,3.075991887E-2
3.203310260E0,-8.237732109E-4,5.174301937E-2,5.164700374E-2,7.311245893E-2
3.213383593E0,2.597969957E-2,7.972691208E-2,5.074336007E-2,9.801129471E-2
3.223456875E0,1.153926738E-2,6.720390916E-2,6.303193420E-2,9.285765896E-2
3.233550729E0,-1.467763726E-2,5.412226170E-2,4.875401407E-2,7.430751063E-2
3.243624010E0,-1.221329253E-2,6.666438282E-2,3.643883392E-2,7.694863916E-2
3.253697343E0,2.093283460E-3,6.663279235E-2,3.647582978E-2,7.599208518E-2
3.263793906E0,-3.401033580E-2,5.093248561E-2,1.175860688E-2,6.236253577E-2
3.273867187E0,-2.019768022E-2,3.717164323E-2,1.192985754E-2,4.395450884E-2
3.283940521E0,1.772175543E-2,6.545398384E-2,6.514763832E-2,9.403456490E-2
3.293990208E0,4.444865882E-2,5.243301764E-2,6.441898644E-2,9.420568149E-2
3.304063489E0,6.297413260E-2,2.982111275E-2,8.605367690E-2,1.107261281E-1
3.314136823E0,4.888148978E-2,3.377653193E-3,4.422705621E-2,6.600637155E-2
3.324193750E0,1.924249902E-2,4.235076532E-2,5.665030330E-3,4.686100362E-2
3.334267083E0,-8.356506936E-3,4.203486443E-2,6.053256616E-2,7.416840703E-2
3.344340364E0,-1.931172609E-2,5.640423670E-2,5.961395800E-2,8.431016944E-2
3.354446146E0,-4.614179209E-2,8.361665905E-2,5.164991133E-3,9.564249987E-2
3.364519427E0,-5.231183022E-2,6.696781516E-2,8.828203194E-3,8.543508074E-2
3.374592760E0,-1.055734232E-2,8.074029535E-2,2.226233482E-2,8.441601934E-2
3.384618906E0,2.665190026E-2,1.052093655E-1,3.925950453E-2,1.154150903E-1
3.394692187E0,2.631609142E-2,9.150422364E-2,5.298418552E-2,1.089627621E-1
3.404765521E0,2.317662351E-2,6.269067526E-2,2.766674571E-2,7.233757986E-2
3.414858021E0,3.682415187E-2,7.622373104E-2,1.415197644E-2,8.582746514E-2
3.424931302E0,-3.169167321E-3,4.767038673E-2,1.575018838E-2,5.030484894E-2
3.435004635E0,-2.701257588E-3,4.820409045E-2,4.233704880E-2,6.421336955E-2
3.445085312E0,9.925986640E-3,4.010038450E-2,1.037296206E-1,1.116530350E-1
3.455158593E0,9.962227196E-3,5.481308326E-2,1.296439469E-1,1.411073103E-1
3.465231927E0,-2.955816686E-3,3.346728161E-2,1.088638529E-1,1.139303922E-1
3.475321718E0,-2.601011889E-3,4.782418162E-2,3.986719623E-2,6.231621736E-2
3.485395000E0,-1.935241511E-3,3.311979026E-2,1.394040510E-2,3.598611622E-2
3.495468333E0,-1.533697825E-2,3.288868442E-2,-1.302138157E-2,3.855443999E-2
3.505535937E0,-1.337006129E-2,5.559369549E-2,-2.113963664E-2,6.096147763E-2
3.515609218E0,1.371281222E-2,2.820752002E-2,4.713958502E-2,5.662018969E-2
3.525682500E0,-1.203062944E-2,2.993832715E-2,4.503427073E-2,5.539968427E-2
3.535760625E0,1.505282801E-2,4.397184402E-2,3.091304936E-2,5.581870043E-2
3.545833906E0,1.284596603E-2,5.837030709E-2,5.721393973E-2,8.273781779E-2
3.555907187E0,1.245521288E-2,5.867623165E-2,2.960289083E-2,6.689068421E-2
3.565955521E0,1.085654553E-2,5.771106482E-2,3.077671491E-2,6.629960606E-2
3.576028854E0,2.414050139E-2,5.802198127E-2,4.402172193E-2,7.672826154E-2
3.586102135E0,-1.466974616E-2,4.683906585E-2,6.829959154E-2,8.410668075E-2
3.596181458E0,-1.442220062E-2,4.759140685E-2,9.462665766E-2,1.068978307E-1
3.606254739E0,-5.078391405E-4,6.416959316E-2,9.103952348E-2,1.113830751E-1
3.616328073E0,-1.355301682E-2,6.458275765E-2,1.041577458E-1,1.233022825E-1
3.626389843E0,-1.116203051E-2,8.144026995E-2,1.138546839E-1,1.404279087E-1
3.636463177E0,-1.026625000E-2,8.161983639E-2,7.277500629E-2,1.098334882E-1
3.646536458E0,-8.760229684E-3,5.412142724E-2,4.584439099E-2,7.146732607E-2
3.656608021E0,-3.570457175E-2,5.351871997E-2,4.657304287E-2,7.942366243E-2
3.666681354E0,-3.134988621E-2,5.170145631E-2,2.152786404E-2,6.418181113E-2
3.676754635E0,-3.100823238E-2,5.132486671E-2,2.198384330E-2,6.386737653E-2
3.686822291E0,-3.309563035E-3,3.627797589E-2,1.009180956E-2,3.780065293E-2
3.696895625E0,1.018102095E-2,3.614330292E-2,2.387634292E-2,4.449799192E-2
3.706968906E0,4.443521425E-2,5.199657381E-2,7.565968484E-2,1.019927442E-1
3.717083437E0,2.978990600E-2,5.206640810E-2,6.195703521E-2,8.623817927E-2
3.727156771E0,-1.006400585E-2,5.048855767E-2,2.300387248E-2,5.638755907E-2
3.737230052E0,-1.019523107E-2,5.000639334E-2,3.720863909E-2,6.315904475E-2
3.747275625E0,1.492218766E-2,6.323020160E-2,5.131405964E-2,8.278805950E-2
3.757348958E0,-1.246317569E-2,6.301073730E-2,1.071904041E-2,6.511974809E-2
3.767422239E0,-1.069441251E-2,4.918338358E-2,3.820746765E-2,6.319166293E-2
3.777534896E0,-1.022650301E-2,4.924906045E-2,7.898786664E-2,9.364365646E-2
3.787608177E0,-2.050280012E-2,7.674663514E-2,6.505203992E-2,1.026751124E-1
3.797681458E0,-4.710169137E-2,9.048502892E-2,1.057696790E-1,1.469467073E-1
3.807735625E0,-2.903459407E-2,7.049760222E-2,1.650881022E-1,1.818433421E-1
3.817808958E0,-2.829955705E-2,5.710420385E-2,1.239514798E-1,1.393761973E-1
3.827882239E0,1.076466590E-2,4.211882874E-2,3.025921620E-2,5.296691356E-2
3.837925781E0,2.347783558E-2,4.033564776E-2,-3.568274900E-2,5.874888782E-2
3.847999062E0,7.909568027E-3,7.039202005E-2,-7.706378400E-2,1.046729409E-1
3.858072343E0,-6.861118134E-3,5.454955623E-2,-1.152242795E-1,1.276689610E-1
3.868191927E0,1.727342606E-2,3.405253217E-2,-6.599059701E-2,7.624109842E-2
3.878265208E0,1.623853110E-2,6.089003384E-2,-3.825776279E-2,7.372206269E-2
3.888338489E0,2.605276369E-2,7.241961360E-2,1.878035069E-2,7.922151539E-2
3.898378073E0,2.567282505E-2,7.294002175E-2,7.262993604E-2,1.060869847E-1
3.908451406E0,2.283964679E-2,7.649558038E-2,1.091643795E-1,1.352408409E-1
3.918524687E0,-1.787029579E-2,7.697442174E-2,1.222007200E-1,1.455246544E-1
3.928627396E0,-1.545008272E-2,9.241701663E-2,1.063574255E-1,1.417445306E-1
3.938700677E0,-1.458411384E-2,7.829122990E-2,7.972940803E-2,1.126898024E-1
3.948773958E0,-4.791797698E-2,7.447130978E-2,1.626394503E-2,9.003679473E-2
3.958808125E0,-6.025646627E-2,5.992986262E-2,-9.851558134E-3,8.555397921E-2
3.968881458E0,-4.090955853E-2,3.036562726E-2,-7.022160105E-3,5.142931101E-2
3.978954739E0,-1.513911702E-4,4.388372228E-2,2.034156956E-2,4.836924076E-2
3.989060521E0,2.279745229E-2,3.373413533E-2,7.059569657E-2,8.149520287E-2
3.999133802E0,3.443481028E-2,7.425350603E-3,1.375643462E-1,1.420029624E-1
4.009207135E0,6.462598592E-2,4.380724207E-2,1.673268527E-1,1.846452494E-1
4.019290729E0,6.155695394E-2,7.154838741E-2,1.531079561E-1,1.798623822E-1
4.029364010E0,-1.893821731E-2,7.077027857E-2,5.870699137E-2,9.388077141E-2
4.039437291E0,-1.019062176E-1,9.682301432E-2,-3.518852964E-2,1.449061969E-1
4.049499375E0,-1.859212965E-1,1.436462849E-1,1.495586243E-2,2.354244284E-1
4.059572708E0,-2.395969331E-1,2.385639250E-1,1.789191961E-1,3.825330253E-1
4.069645989E0,-1.421935707E-1,4.056766927E-1,3.651710451E-1,5.640412066E-1
4.079711458E0,-7.834950835E-2,4.772998989E-1,4.698392153E-1,6.743164888E-1
4.089784791E0,-1.006360874E-1,5.983974338E-1,6.185814738E-1,8.665160994E-1
4.099880208E0,-1.929190010E-1,7.817875147E-1,8.424522877E-1,1.165390628E0
4.109953437E0,-2.175494134E-1,8.261026740E-1,9.744745493E-1,1.295906641E0
4.120026771E0,-1.487490684E-1,9.781219959E-1,9.309778214E-1,1.358517069E0
4.130100052E0,-2.271582484E-1,1.114485860E0,8.218520880E-1,1.403253525E0
4.140165521E0,-1.848802269E-1,1.127668977E0,7.270928621E-1,1.354430526E0
4.150238854E0,-3.016414307E-2,1.304246306E0,6.460126042E-1,1.455781779E0
4.160312135E0,1.128970534E-1,1.507553101E0,5.655453801E-1,1.614095311E0
4.170367656E0,8.668219298E-2,1.520170093E0,3.760630190E-1,1.568392268E0
4.180440989E0,9.392705560E-2,1.492723227E0,1.991938502E-1,1.508881411E0
4.190514271E0,1.029634699E-1,1.494515538E0,2.514584959E-1,1.519015979E0
4.200569739E0,8.753538132E-2,1.484741688E0,4.783166051E-1,1.562340263E0
4.210643021E0,5.631280690E-2,1.501166105E0,7.881828547E-1,1.696438334E0
4.220716302E0,-1.790975104E-3,1.555575132E0,9.789433479E-1,1.837973688E0
4.230820781E0,-9.234032780E-2,1.646105170E0,1.011981726E0,1.934501481E0
4.240894062E0,-9.134167433E-2,1.676043510E0,9.843119979E-1,1.945850780E0
4.250967343E0,-3.987261653E-2,1.634521484E0,7.292202115E-1,1.790254849E0
4.261047031E0,2.104271762E-2,1.544689894E0,4.424597025E-1,1.606947495E0
4.271120364E0,9.495822340E-2,1.441829085E0,2.913739383E-1,1.474037634E0
4.281193646E0,2.644374073E-1,1.374091506E0,9.312737733E-2,1.402400555E0
4.291244062E0,4.389940202E-1,1.419785738E0,-2.466410249E-1,1.506432570E0
4.301317396E0,3.025985062E-1,1.299805403E0,-2.292576879E-1,1.354111897E0
4.311390677E0,3.197675347E-1,1.294754267E0,-9.664344788E-2,1.337153635E0
4.321443489E0,4.921189249E-1,1.600611091E0,-8.344873786E-2,1.676633708E0
4.331516771E0,3.253805339E-1,1.774082661E0,4.760969803E-2,1.804302763E0
4.341590052E0,-1.490669791E-2,1.779099703E0,2.261855602E-1,1.793482052E0
4.351665364E0,-1.694877744E-1,1.730550528E0,3.356945217E-1,1.770938182E0
4.361738646E0,-1.515457481E-1,1.673164606E0,4.570643306E-1,1.741078320E0
4.371811927E0,-1.134176403E-1,1.601280332E0,3.348340988E-1,1.639840277E0
4.381917291E0,-5.394286290E-2,1.450296044E0,-7.171465456E-2,1.453069661E0
4.391990625E0,-1.098532323E-2,1.287124515E0,-5.747094154E-1,1.409645738E0
4.402063906E0,-9.170563892E-3,1.129211903E0,-8.390242457E-1,1.406828101E0
4.412146146E0,-2.320902608E-2,9.674487114E-1,-8.248145580E-1,1.271540296E0
4.422219427E0,-3.357932344E-2,8.150187135E-1,-5.779893994E-1,9.997273729E-1
4.432292708E0,-1.722154766E-2,6.991758943E-1,-2.972239256E-1,7.599247165E-1
4.442345521E0,-2.464555949E-2,5.212725997E-1,-7.916619629E-2,5.278255521E-1
4.452418854E0,-7.316939533E-2,4.052868187E-1,5.318535864E-2,4.152587726E-1
4.462492135E0,-1.319283098E-1,2.937095165E-1,-1.064621732E-1,3.391232126E-1
4.472582031E0,-3.880151361E-2,1.214209422E-1,-5.557578206E-1,5.701888791E-1
4.482655312E0,1.387057751E-1,-9.787379950E-2,-8.932479620E-1,9.092362148E-1
4.492728646E0,2.507489920E-1,-2.931467295E-1,-8.983306885E-1,9.776543806E-1
4.502777760E0,1.466470957E-1,-4.542174637E-1,-8.048266768E-1,9.357162256E-1
4.512851093E0,-3.781407326E-2,-5.243983269E-1,-7.310445309E-1,9.004718849E-1
4.522924375E0,-1.158878580E-1,-6.038301587E-1,-8.135372996E-1,1.019746926E0
4.533021458E0,-8.653119951E-2,-6.744400263E-1,-9.149695039E-1,1.139967627E0
4.543094791E0,-4.573620856E-2,-7.256152034E-1,-1.039003253E0,1.268123410E0
4.553168021E0,-1.983552985E-2,-8.204737902E-1,-1.185114503E0,1.441550233E0
4.563294896E0,3.228409961E-2,-9.906200767E-1,-1.218990326E0,1.571084916E0
4.573368177E0,1.233460680E-1,-1.121995211E0,-1.235333204E0,1.673360580E0
4.583441458E0,1.591951400E-1,-1.234075546E0,-1.152083993E0,1.695754426E0
4.593453593E0,2.067923248E-1,-1.293481588E0,-8.747597933E-1,1.575138845E0
4.603526875E0,2.014135569E-1,-1.321809649E0,-6.856037974E-1,1.502597996E0
4.613600208E0,2.107546180E-1,-1.339422822E0,-7.635608315E-1,1.556115725E0
4.623654791E0,2.783831656E-1,-1.245055556E0,-9.692638516E-1,1.602227493E0
4.633728125E0,2.963216901E-1,-1.084643245E0,-1.320995331E0,1.734729425E0
4.643801406E0,3.045181334E-1,-9.199811220E-1,-1.639338970E0,1.904344721E0
4.653904010E0,3.446653485E-1,-7.690117955E-1,-1.780388713E0,1.969760725E0
4.663977291E0,3.847085536E-1,-6.271877885E-1,-1.738732457E0,1.888003112E0
4.674050625E0,2.801544368E-1,-5.801832676E-1,-1.657103539E0,1.777945801E0
4.684118646E0,1.881448179E-1,-5.576295257E-1,-1.539608002E0,1.648254216E0
4.694191979E0,2.217309773E-1,-4.131278098E-1,-1.366368055E0,1.444576366E0
4.704265260E0,1.970328540E-1,-2.140424550E-1,-1.411162376E0,1.440838426E0
4.714348698E0,5.130290240E-2,-4.386044666E-2,-1.588991761E0,1.590424643E0
4.724422031E0,-5.987065285E-2,-8.555945940E-3,-1.701154709E0,1.702229433E0
4.734495260E0,-1.873699874E-1,-1.455890760E-2,-1.717126489E0,1.727380344E0
4.744569531E0,-1.722971201E-1,2.168997005E-2,-1.585936666E0,1.595415889E0
4.754642812E0,-6.712614000E-2,1.653395742E-1,-1.451885939E0,1.462810949E0
4.764716093E0,-3.234821185E-2,3.223285377E-1,-1.616948605E0,1.649080011E0
4.774775052E0,1.442976110E-2,4.228775501E-1,-1.968981028E0,2.013931460E0
4.784848333E0,1.301213801E-1,5.660840869E-1,-2.188116550E0,2.263898585E0
4.794921666E0,2.707638144E-1,8.721461296E-1,-2.242658377E0,2.421459995E0
4.804985677E0,4.116871357E-1,1.179223299E0,-2.081136227E0,2.427175700E0
4.815059010E0,4.247674942E-1,1.224631667E0,-1.818724990E0,2.233363099E0
4.825132291E0,2.860550582E-1,1.078127384E0,-1.690028787E0,2.024940358E0
4.835268750E0,1.958949268E-1,1.022053957E0,-1.851272345E0,2.123718062E0
4.845342031E0,1.425488479E-2,9.258885384E-1,-2.190769434E0,2.378432993E0
4.855415312E0,-1.551466137E-1,9.088165760E-1,-2.483896971E0,2.649483384E0
4.865474375E0,-8.821410686E-2,8.954322338E-1,-2.552494287E0,2.706438195E0
4.875547656E0,1.526902169E-1,8.528337479E-1,-2.453370810E0,2.601858573E0
4.885620937E0,4.073753357E-1,7.848458886E-1,-2.221442938E0,2.390971865E0
4.895687031E0,7.236868739E-1,7.120979428E-1,-2.101896524E0,2.334261162E0
4.905760312E0,7.037695646E-1,5.307704210E-1,-2.309631824E0,2.472126211E0
4.915833593E0,2.612175941E-1,3.856493533E-1,-2.643314600E0,2.684040262E0
4.925860729E0,2.438703319E-3,4.497092366E-1,-2.823440313E0,2.859031225E0
4.935934062E0,-2.299648672E-1,3.223169148E-1,-2.402125597E0,2.434538851E0
4.946007343E0,-2.666903138E-1,1.595494300E-1,-2.019659281E0,2.043429312E0
4.956110937E0,3.480437398E-1,3.656344712E-1,-1.434921145E0,1.521125144E0
4.966184218E0,7.652689219E-1,4.233397543E-1,-1.042543411E0,1.360790151E0
4.976257552E0,6.834428906E-1,3.430517018E-1,-1.218167782E0,1.438301568E0
4.986331146E0,1.962997466E-1,4.827766418E-1,-1.671159506E0,1.750537338E0
4.996404479E0,-2.358521968E-1,7.175073624E-1,-1.918894887E0,2.062183469E0
5.006477760E0,-3.564426899E-1,6.984958649E-1,-1.797118187E0,1.960760476E0
5.016524791E0,-4.373596013E-1,6.016504169E-1,-1.275979400E0,1.476952969E0
5.026598125E0,-4.809977412E-1,6.473347545E-1,-1.024190411E-1,8.129518875E-1
5.036671406E0,1.479814574E-2,6.045683622E-1,1.436496019E0,1.558602805E0
5.046739271E0,5.229330063E-1,4.811896384E-1,3.177446127E0,3.255943225E0
5.056812604E0,5.541880727E-1,3.580229580E-1,4.591318607E0,4.638481585E0
5.066885885E0,4.421939850E-1,3.208770454E-1,5.223033428E0,5.251530805E0
5.076985208E0,3.485895991E-1,3.153429627E-1,4.895323277E0,4.917839554E0
5.087058489E0,4.355013669E-1,3.034766912E-1,3.942158699E0,3.977734877E0
5.097131771E0,5.668867826E-1,4.922320545E-1,3.065848351E0,3.156434559E0
5.107184635E0,4.536352754E-1,7.686476111E-1,2.556987524E0,2.708281616E0
5.117257916E0,1.531613171E-1,8.589946628E-1,2.418261766E0,2.570859815E0
5.127331146E0,2.457667608E-3,8.207032084E-1,2.520137310E0,2.650405980E0
5.137426614E0,5.909555033E-2,7.613420486E-1,3.138271570E0,3.229842480E0
5.147499896E0,1.404180080E-1,7.713769078E-1,4.175930023E0,4.248897635E0
5.157573073E0,2.257181108E-1,7.820211053E-1,4.966996670E0,5.033245632E0
5.167653125E0,3.642110527E-1,8.556494713E-1,5.075751305E0,5.160236139E0
5.177726354E0,4.131468832E-1,9.955173731E-1,4.466839790E0,4.595041121E0
5.187799583E0,2.023155540E-1,9.982191920E-1,3.587953568E0,3.729716335E0
5.197841748E0,-4.448087141E-2,1.018003821E0,3.177693367E0,3.337071390E0
5.207915029E0,-2.944012582E-1,1.122304440E0,3.074568272E0,3.286215059E0
5.217988258E0,-4.425231814E-1,1.177751064E0,2.972325325E0,3.227637243E0
5.228108571E0,-4.443219602E-1,1.248351693E0,3.003414631E0,3.282728042E0
5.238181852E0,-3.053089380E-1,1.326367736E0,3.399897099E0,3.662207695E0
5.248255029E0,-3.638880551E-1,1.375921845E0,4.126973629E0,4.365488149E0
5.258289248E0,-5.580106974E-1,1.497465014E0,4.642205238E0,4.909566873E0
5.268362529E0,-6.661152244E-1,1.516262054E0,4.751900196E0,5.032227696E0
5.278435758E0,-8.198654056E-1,1.453188181E0,4.644436359E0,4.935050584E0
5.288531748E0,-9.172337651E-1,1.437063932E0,4.498512268E0,4.810725845E0
5.298605029E0,-7.517015338E-1,1.554636717E0,4.030973434E0,4.385281900E0
5.308678258E0,-3.977217674E-1,1.654309392E0,3.204657316E0,3.628326154E0
5.318753935E0,-2.355833203E-1,1.579078317E0,2.319458961E0,2.815826292E0
5.328827216E0,-2.580509782E-1,1.303281188E0,1.848908067E0,2.276750580E0
5.338900446E0,-3.738631904E-1,9.820932150E-1,1.754984379E0,2.045544167E0
5.348951487E0,-4.723187983E-1,5.824519396E-1,1.913733125E0,2.055409882E0
5.359024768E0,-5.175114274E-1,5.050418973E-1,2.409512043E0,2.515677579E0
5.369097998E0,-4.568772316E-1,6.149697900E-1,3.103568792E0,3.196727060E0
5.379194716E0,-2.685359120E-1,5.655944347E-1,3.708921432E0,3.761396920E0
5.389267946E0,-2.878689766E-2,4.670563638E-1,4.017734051E0,4.044892735E0
5.399341175E0,-1.149407029E-2,3.155915141E-1,4.092835903E0,4.105001321E0
5.409402737E0,-1.432626229E-2,6.146613881E-2,3.732484818E0,3.733018382E0
5.419475966E0,-1.762125641E-1,-8.215852827E-2,2.811161041E0,2.817876380E0
5.429549248E0,-4.655321538E-1,-9.278196841E-2,1.854924440E0,1.914699287E0
5.439631904E0,-5.226714015E-1,-1.523302495E-1,1.215875387E0,1.332194752E0
5.449705185E0,-1.741117090E-1,-3.213550746E-1,1.068564653E0,1.129342459E0
5.459778362E0,2.922599912E-1,-5.648462176E-1,1.058938742E0,1.235240224E0
5.469852841E0,7.054507732E-1,-9.330702424E-1,8.766219616E-1,1.461761586E0
5.479926123E0,9.293693900E-1,-1.169534326E0,6.111773252E-1,1.614024698E0
5.489999352E0,8.206678033E-1,-1.297798634E0,4.158799052E-1,1.590827782E0
5.500068102E0,4.483658075E-1,-1.263204098E0,4.314900041E-1,1.408154861E0
5.510141383E0,2.737408318E-2,-1.191584229E0,6.454638839E-1,1.355450457E0
5.520214612E0,-1.007657275E-1,-1.082658052E0,8.449312449E-1,1.377029774E0
5.530292789E0,1.234900951E-1,-9.828938246E-1,7.880831361E-1,1.265861408E0
5.540366018E0,4.501423240E-1,-1.092332840E0,4.470045269E-1,1.263183356E0
5.550439248E0,5.691085458E-1,-1.238251209E0,-1.476798486E-2,1.362853142E0
5.560500289E0,4.844168127E-1,-1.348353744E0,-3.923501968E-1,1.485481788E0
5.570573571E0,4.431117773E-1,-1.549859762E0,-5.774806142E-1,1.712278362E0
5.580646800E0,5.597826242E-1,-1.702490211E0,-5.275985003E-1,1.868204935E0
5.590739300E0,6.692311168E-1,-1.892465234E0,-5.169937611E-1,2.072818732E0
5.600812529E0,6.669365764E-1,-2.076052189E0,-7.457069755E-1,2.304533788E0
5.610885758E0,6.508671045E-1,-2.296016216E0,-9.611701369E-1,2.572774084E0
5.620928883E0,5.006330013E-1,-2.412832499E0,-1.118049860E0,2.705998810E0
5.631002112E0,1.651645899E-1,-2.495523930E0,-1.333342910E0,2.834205769E0
5.641075341E0,-2.861897349E-1,-2.471698999E0,-1.616583228E0,2.967244823E0
5.651141331E0,-4.115324914E-1,-2.275909185E0,-1.565432191E0,2.792794220E0
5.661214612E0,-2.392944843E-1,-2.069603682E0,-1.281147361E0,2.445784089E0
5.671287841E0,3.517232835E-2,-2.010573149E0,-1.145710707E0,2.314366977E0
5.681384300E0,4.158087969E-1,-2.095706224E0,-1.206902146E0,2.453873331E0
5.691457581E0,8.235657811E-1,-2.246180058E0,-1.499546647E0,2.823512988E0
5.701530810E0,1.033307195E0,-2.320648909E0,-1.923265576E0,3.186233763E0
5.711581383E0,7.201529741E-1,-2.305687666E0,-2.257597923E0,3.306291624E0
5.721654612E0,1.172325164E-1,-2.306478262E0,-2.195441484E0,3.186463360E0
5.731727841E0,-5.682938099E-1,-2.286704540E0,-1.634514332E0,2.867684189E0
5.741803050E0,-1.020856738E0,-2.219007730E0,-9.442261457E-1,2.618722361E0
5.751876279E0,-8.170554638E-1,-1.986034393E0,-6.899902821E-1,2.255659290E0
5.761949560E0,-2.825941443E-1,-1.779074788E0,-7.899723053E-1,1.966983171E0
5.772081331E0,1.661235690E-1,-1.765653849E0,-1.213638783E0,2.148964785E0
5.782154560E0,3.849913776E-1,-1.761932969E0,-2.062716961E0,2.739968505E0
5.792227789E0,3.244752586E-1,-1.590035081E0,-2.766666412E0,3.207481690E0
5.802265498E0,1.059605647E-2,-1.524620175E0,-2.900835276E0,3.277106079E0
5.812338779E0,-4.882057607E-1,-1.406109691E0,-2.461525679E0,2.876560097E0
5.822412008E0,-9.380043745E-1,-1.248913765E0,-1.597492814E0,2.234193611E0
5.832462529E0,-1.242628574E0,-1.155974627E0,-8.460543752E-1,1.896367875E0
5.842535758E0,-1.162316561E0,-1.104121447E0,-5.165789127E-1,1.684315211E0
5.852608987E0,-7.083774805E-1,-9.739803672E-1,-5.106491446E-1,1.308128036E0
5.862710602E0,-1.062486395E-1,-8.683432937E-1,-6.845795512E-1,1.110836627E0
5.872783831E0,3.754984438E-1,-7.796069384E-1,-1.113962173E0,1.410566476E0
5.882857060E0,3.902387321E-1,-6.531668901E-1,-1.689784288E0,1.853182181E0
5.892940341E0,5.789052695E-2,-4.423478842E-1,-2.036476374E0,2.084768329E0
5.903013571E0,-3.154209852E-1,-2.558873892E-1,-1.922883153E0,1.965311266E0
5.913086800E0,-6.766602397E-1,-1.727645099E-1,-1.460666776E0,1.619031836E0
5.923134821E0,-8.934324980E-1,-1.726601869E-1,-1.038144946E0,1.380499220E0
5.933208102E0,-7.879707217E-1,-1.307055354E-1,-8.482133150E-1,1.165095542E0
5.943281331E0,-3.443243504E-1,2.865144517E-3,-8.589971662E-1,9.254423800E-1
5.953357529E0,-2.239246294E-2,1.391160041E-1,-1.008499265E0,1.018295366E0
5.963430810E0,-1.172918230E-1,2.749453783E-1,-1.007572293E0,1.050977763E0
5.973504039E0,-2.378206551E-1,3.329653144E-1,-6.970153451E-1,8.082418919E-1
5.983577529E0,-1.697703600E-1,4.142122865E-1,-2.600452304E-1,5.177038876E-1
5.993650810E0,-1.174733117E-1,4.529069066E-1,1.445665490E-3,4.678960728E-1
6.003724039E0,-2.294089794E-1,4.025555253E-1,-9.788461030E-2,4.735618521E-1
6.013820341E0,-3.834048212E-1,3.215595484E-1,-3.710879683E-1,6.229816051E-1
6.023893571E0,-3.865068853E-1,3.203604221E-1,-5.471016765E-1,7.425217955E-1
6.033966852E0,-4.425790608E-1,3.743662536E-1,-5.466926694E-1,7.968056172E-1
6.044053883E0,-3.750735223E-1,4.032796025E-1,-3.848454952E-1,6.718784415E-1
6.054127164E0,-2.553001940E-1,3.658069968E-1,6.873354316E-3,4.461392058E-1
6.064200393E0,-1.657597274E-1,3.406770527E-1,3.452455699E-1,5.125735509E-1
